Day,Month,Year,Venue,City,Country,Tour,Latitude,Longitude
4,Feb,2002,Hartford Civic Center,Hartford,USA,Face To Face,41.764582,-72.6908547
6,Feb,2002,Hartford Civic Center,Hartford,USA,Face To Face,41.764582,-72.6908547
8,Feb,2002,Hartford Civic Center,Hartford,USA,Face To Face,41.764582,-72.6908547
9,Feb,2002,Hartford Civic Center,Hartford,USA,Face To Face,41.764582,-72.6908547
10,Feb,2002,First Union Center,Philadelphia,USA,NBA All-star game,39.9527237,-75.1635262
13,Feb,2002,First Union Center,Philadelphia,USA,Face To Face,39.9527237,-75.1635262
14,Feb,2002,First Union Center,Philadelphia,USA,Face To Face,39.9527237,-75.1635262
15,Feb,2002,First Union Center,Philadelphia,USA,Face To Face,39.9527237,-75.1635262
17,Feb,2002,First Union Center,Philadelphia,USA,Face To Face,39.9527237,-75.1635262
19,Feb,2002,First Union Center,Philadelphia,USA,Face To Face,39.9527237,-75.1635262
22,Feb,2002,First Union Center,Philadelphia,USA,Face To Face,39.9527237,-75.1635262
24,Feb,2002,First Union Center,Philadelphia,USA,Face To Face,39.9527237,-75.1635262
3,Mar,2002,National Car Rental Center,Fort Lauderdale,USA,Face To Face,26.1223084,-80.1433786
5,Mar,2002,National Car Rental Center,Fort Lauderdale,USA,Face To Face,26.1223084,-80.1433786
7,Mar,2002,National Car Rental Center,Fort Lauderdale,USA,Face To Face,26.1223084,-80.1433786
9,Mar,2002,Ice Palace,Tampa,USA,Face To Face,27.9477595,-82.458444
15,Mar,2002,Madison Square Garden,New York,USA,Face To Face,40.7127281,-74.0060152
16,Mar,2002,Sony Studios,New York,USA,ITV Broadcast,40.7127281,-74.0060152
13,Apr,2002,Carnegie Hall,New York,USA,Rainforest Foundation Benefit,40.7127281,-74.0060152
17,Apr,2002,Adelaide Entertainment Center,Adelaide,Australia,A Journey Through Time,-34.9281805,138.5999312
19,Apr,2002,Rod Laver Arena,Melbourne,Australia,A Journey Through Time,-37.8142454,144.9631732
20,Apr,2002,Rod Laver Arena,Melbourne,Australia,A Journey Through Time,-37.8142454,144.9631732
23,Apr,2002,Brisbane Entertainment Center,Brisbane,Australia,A Journey Through Time,-27.4689623,153.0235009
24,Apr,2002,Brisbane Entertainment Center,Brisbane,Australia,A Journey Through Time,-27.4689623,153.0235009
25,Apr,2002,Sydney Entertainment Centre,Sydney,Australia,A Journey Through Time,-33.8698439,151.2082848
26,Apr,2002,Sydney Entertainment Centre,Sydney,Australia,A Journey Through Time,-33.8698439,151.2082848
27,Apr,2002,Sydney Entertainment Centre,Sydney,Australia,A Journey Through Time,-33.8698439,151.2082848
28,Apr,2002,Crown Casino,Melbourne,Australia,A Journey Through Time,-37.8142454,144.9631732
29,Apr,2002,Sydney Entertainment Centre,Sydney,Australia,A Journey Through Time,-33.8698439,151.2082848
30,Apr,2002,Sydney Entertainment Centre,Sydney,Australia,A Journey Through Time,-33.8698439,151.2082848
19,May,2002,Vienna City Hall,Vienna,Austria,Life Ball,48.2083537,16.3725042
22,May,2002,Football Stadium,Beridorm,Spain,Songs From The West Coast Tour,,
25,May,2002,Verona Arena,Verona,Italy,Songs From The West Coast Tour,45.4424977,10.9857377
26,May,2002,Palazzetto Dello Sport,Pesaro,Italy,Songs From The West Coast Tour,43.9098114,12.9131228
28,May,2002,Bercy,Paris,France,Songs From The West Coast Tour,48.8588897,2.320041
29,May,2002,Sportpaleis,Antwerp,Belgium,Songs From The West Coast Tour,51.2211097,4.3997081
31,May,2002,Parken Stadium,Copenhagen,Denmark,Songs From The West Coast Tour,55.6867243,12.5700724
1,Jun,2002,Spektrum,Oslo,Norway,Songs From The West Coast Tour,59.9133301,10.7389701
2,Jun,2002,Spektrum,Oslo,Norway,Songs From The West Coast Tour,59.9133301,10.7389701
4,Jun,2002,Hartwall Arena,Helsinki,Finland,Songs From The West Coast Tour,60.1698897,24.9384719
5,Jun,2002,Hartwall Arena,Helsinki,Finland,Songs From The West Coast Tour,60.1698897,24.9384719
7,Jun,2002,Scandinavium,Gothenburg,Sweden,Songs From The West Coast Tour,57.7072326,11.9670171
8,Jun,2002,Stockholm Globe Arena,Stockholm,Sweden,Songs From The West Coast Tour,59.3251172,18.0710935
10,Jun,2002,Festhalle,Frankfurt,Germany,Songs From The West Coast Tour,50.1106444,8.6820917
11,Jun,2002,Ahoy Arena,Rotterdam,Netherlands,Songs From The West Coast Tour,51.9244424,4.47775
13,Jun,2002,Ostseehalle,Kiel,Germany,Songs From The West Coast Tour,54.3227085,10.135555
14,Jun,2002,Max-Schmeling-Halle,Berlin,Germany,Songs From The West Coast Tour,52.5173885,13.3951309
15,Jun,2002,Messehalle,Erfurt,Germany,Songs From The West Coast Tour,50.9777974,11.0287364
20,Jun,2002,Rheinhalle,Dusseldorf,Germany,Songs From The West Coast Tour,51.2254018,6.7763137
22,Jun,2002,Schleyerhalle,Stuttgart,Germany,Songs From The West Coast Tour,48.7784485,9.1800132
23,Jun,2002,Olympiahalle,Munchen,Germany,Songs From The West Coast Tour,48.1371079,11.5753822
25,Jun,2002,Schloss Schunn Palace,Vienna,Austria,Songs From The West Coast Tour,48.2083537,16.3725042
26,Jun,2002,Sachsen Arena,Riesa,Germany,Songs From The West Coast Tour,51.3038241,13.308828
29,Jun,2002,Hallenstadion,Zurich,Switzerland,Songs From The West Coast Tour,47.3744489,8.5410422
30,Jun,2002,Hallenstadion,Zurich,Switzerland,Songs From The West Coast Tour,47.3744489,8.5410422
2,Jul,2002,NEC Arena,Birmingham,England,Songs From The West Coast Tour,52.4796992,-1.9026911
3,Jul,2002,NEC Arena,Birmingham,England,Songs From The West Coast Tour,52.4796992,-1.9026911
5,Jul,2002,Telewest Arena,Newcastle,England,Songs From The West Coast Tour,54.9738474,-1.6131572
7,Jul,2002,Fitzgerald Stadium,Killarney,Ireland,Songs From The West Coast Tour,52.0595746,-9.505322
9,Jul,2002,King's Dock,Liverpool,England,Songs From The West Coast Tour,53.4071991,-2.99168
11,Jul,2002,Somerset House,London,England,Solo Charity Concert,51.4893335,-0.1440551
12,Jul,2002,Hyppodrome,Divonnes Les Bains,France,Songs From The West Coast Tour,,
27,Aug,2002,Queen Elizabeth Theatre,Vancouver,Canada,private concert,49.2608724,-123.113952
28,Aug,2002,Skyreach Place,Kelowna,Canada,Solo,49.8879177,-119.495902
30,Aug,2002,Saskatchewan,Saskatoon,Canada,Solo,52.131802,-106.660767
5,Sep,2002,Richmond Coliseum,Richmond,USA,Songs From The West Coast Tour,37.5385087,-77.43428
6,Sep,2002,Roanoke Civic Center,Roanoke,USA,Songs From The West Coast Tour,37.270973,-79.9414313
7,Sep,2002,Bi-Lo Center,Greenville,USA,Songs From The West Coast Tour,34.851354,-82.3984882
10,Sep,2002,Mississippi Coast Coliseum,Biloxi,USA,Songs From The West Coast Tour,30.4007626,-88.8893818
12,Sep,2002,Jacksonville Coliseum,Jacksonville,USA,Songs From The West Coast Tour,30.3321838,-81.655651
13,Sep,2002,Ice Palace,Tampa,USA,Face To Face,27.9477595,-82.458444
17,Sep,2002,Philips Arena,Atlanta,USA,Face To Face,33.7544657,-84.3898151
20,Sep,2002,Fleet Center,Boston,USA,Face To Face,42.3554334,-71.060511
23,Sep,2002,Madison Square Garden,New York,USA,Face To Face,40.7127281,-74.0060152
25,Sep,2002,Nassau Coliseum,Uniondale,USA,Face To Face,40.7157545,-73.5898872
27,Sep,2002,Nassau Coliseum,Uniondale,USA,Face To Face,40.7157545,-73.5898872
28,Sep,2002,MGM Grand,Las Vegas,USA,Grand Slam For Children,36.1674263,-115.1484131
2,Oct,2002,Continental Airlines Arena,East Rutherford,USA,Face To Face,40.833989,-74.0970865
4,Oct,2002,Continental Airlines Arena,East Rutherford,USA,Face To Face,40.833989,-74.0970865
8,Oct,2002,Continental Airlines Arena,East Rutherford,USA,Face To Face,40.833989,-74.0970865
11,Oct,2002,Nassau Coliseum,Uniondale,USA,Face To Face,40.7157545,-73.5898872
13,Oct,2002,Nassau Coliseum,Uniondale,USA,Face To Face,40.7157545,-73.5898872
15,Oct,2002,Beverly Hilton Hotel,Los Angeles,USA,Carousel of Hope Ball,34.0536909,-118.242766
31,Oct,2002,Dubai Creek Golf Club,Dubai,United Arab Emirates,Elton John Solo,25.0742823,55.1885387
2,Nov,2002,Palace Grounds,Bangalore,India,Elton John Solo,12.9767936,77.590082
26,Nov,2002,Nottingham Arena,Nottingham,England,Songs From The West Coast Tour,52.9534193,-1.1496461
1,Dec,2002,Royal Opera House,London,England,Gala for Royal Academy of Music,51.4893335,-0.1440551
3,Dec,2002,M.E.N. Arena,Manchester,England,Songs From The West Coast Tour,53.4794892,-2.2451148
5,Dec,2002,Odyssey Arena,Belfast,Ireland,Songs From The West Coast Tour,54.5975805,-5.9277097
7,Dec,2002,SEC Centre,Glasgow,Scotland,Songs From The West Coast Tour,55.861155,-4.2501687
8,Dec,2002,SEC Centre,Glasgow,Scotland,Songs From The West Coast Tour,55.861155,-4.2501687
9,Dec,2002,Sheffield Arena,Sheffield,England,Songs From The West Coast Tour,53.3806626,-1.4702278
11,Dec,2002,Wembley Arena,London,England,Songs From The West Coast Tour,51.4893335,-0.1440551
12,Dec,2002,Wembley Arena,London,England,Songs From The West Coast Tour,51.4893335,-0.1440551
13,Dec,2002,Wembley Arena,Wembley,England,Songs From The West Coast Tour,51.5560695,-0.2796034
15,Dec,2002,NEC,Birmingham,England,Songs From The West Coast Tour,52.4796992,-1.9026911
16,Dec,2002,Shepherds Bush Empire,London,England,EJAF benefit,51.4893335,-0.1440551
17,Dec,2002,Shepherds Bush Empire,London,England,EJAF benefit,51.4893335,-0.1440551
17,Jan,2003,Arrowhead Pond,Anaheim,USA,Yamaha/NAMM Benefit,33.8347516,-117.911732
18,Jan,2003,Centennial Garden,Bakersfield,USA,none,35.3738712,-119.019463
3,Feb,2003,Le Lido,Paris,France,EJAF Charity Concert,48.8588897,2.320041
5,Feb,2003,Old Vic Theatre,London,England,Old Vic Theatre Event,51.4893335,-0.1440551
18,Feb,2003,The Tabernacle,Atlanta,USA,EJAF Benefit,33.7544657,-84.3898151
19,Feb,2003,The Tabernacle,Atlanta,USA,EJAF Benefit,33.7544657,-84.3898151
21,Feb,2003,Jefferson Civic Center Arena,Birmingham,USA,Face To Face,33.5206824,-86.8024326
24,Feb,2003,Compaq Center,Houston,USA,Face To Face,29.7589382,-95.3676974
26,Feb,2003,SBC Center,San Antonio,USA,Face To Face,29.4246002,-98.4951405
28,Feb,2003,American Airlines Center,Dallas,USA,Face To Face,32.7762719,-96.7968559
2,Mar,2003,Ford Center,Oklahoma City,USA,Face To Face,35.4729886,-97.5170536
4,Mar,2003,Conseco Fieldhouse,Indianapolis,USA,Face To Face,39.7683331,-86.1583502
7,Mar,2003,Mellon Arena,Pittsburgh,USA,Face To Face,40.4416941,-79.9900861
9,Mar,2003,HSBC Arena,Buffalo,USA,Face To Face,42.8867166,-78.8783922
12,Mar,2003,Rupp Arena,Lexington,USA,Face To Face,38.0464066,-84.4970393
14,Mar,2003,Carolina Coliseum,Columbia,USA,Face To Face,34.000754,-81.0352313
16,Mar,2003,RBC Center,Raleigh,USA,Face To Face,35.7803977,-78.6390989
28,Mar,2003,MGM Grand,Las Vegas,USA,Face To Face,36.1674263,-115.1484131
29,Mar,2003,MGM Grand,Las Vegas,USA,Face To Face,36.1674263,-115.1484131
1,Apr,2003,Hilton Coliseum,Ames,USA,Face To Face,42.0267567,-93.6170448
6,Apr,2003,Kohl Center Arena,Madison,USA,Face To Face,43.074761,-89.3837613
8,Apr,2003,Bradley Center,Milwaukee,USA,Face To Face,43.0386475,-87.9090751
12,Apr,2003,Allstate Arena,Rosemont,USA,Face To Face,41.9941334,-87.8756737
15,Apr,2003,Gund Arena,Cleveland,USA,Face To Face,41.4996574,-81.6936772
17,Apr,2003,Xcel Energy Center,St. Paul,USA,Face To Face,44.9497487,-93.0931028
19,Apr,2003,Fargodome,Fargo,USA,Face To Face,46.877229,-96.789821
22,Apr,2003,Nationwide Arena,Columbus,USA,Face To Face,39.9622601,-83.0007065
24,Apr,2003,Pepsi Arena,Albany,USA,Face To Face,42.6511674,-73.754968
26,Apr,2003,Pepsi Arena,Albany,USA,Face To Face,42.6511674,-73.754968
30,Apr,2003,Allstate Arena,Rosemont,USA,Face To Face,41.9941334,-87.8756737
2,May,2003,The Palace Of Auburn Hills,Auburn Hills,USA,Face To Face,42.6875323,-83.2341028
3,May,2003,The Palace Of Auburn Hills,Auburn Hills,USA,Face To Face,42.6875323,-83.2341028
5,May,2003,Savvis Center,St. Louis,USA,Face To Face,38.6280278,-90.1910154
8,May,2003,Allstate Arena,Rosemont,USA,Face To Face,41.9941334,-87.8756737
22,May,2003,Selland Arena,Fresno,USA,2003 Tour,36.7394421,-119.78483
30,May,2003,Resch Center,Green Bay,USA,2003 Tour,44.5126379,-88.0125794
31,May,2003,Arie Crown Theatre,Chicago,USA,ASCO Charity concert,41.8755616,-87.6244212
3,Jun,2003,Pensacola Civic Center,Pensacola,USA,2003 Tour,30.421309,-87.2169149
4,Jun,2003,Cajundome,Lafayette,USA,2003 Tour,30.2262187,-92.0178202
6,Jun,2003,Laredo Entertainment Center,Laredo,USA,2003 Tour,27.5075005,-99.5069922
17,Jun,2003,Hampton Court Palace,Surrey,England,Hampton Court Palace Festival,51.2715316,-0.3414524
18,Jun,2003,Hampton Court Palace,Surrey,England,Hampton Court Palace Festival,51.2715316,-0.3414524
20,Jun,2003,Museumsmeile,Bonn,Germany,2003 Tour,50.7352621,7.1024635
21,Jun,2003,Stadionul Controceni,Bucharest,Romania,2003 Tour,44.4361414,26.1027202
22,Jun,2003,Hero Square,Budapest,Hungary,2003 Tour,47.4813896,19.1460941
24,Jun,2003,Kremlin Palace,Moscow,Russia,2003 Tour,55.625578,37.6063916
28,Jun,2003,Park Arena,Sundsvall,Sweden,2003 Tour,62.3907552,17.3071024
29,Jun,2003,Torvet City Square,Trondheim,Norway,2003 Tour,63.4304475,10.3952118
1,Jul,2003,Koengen,Bergen,Norway,2003 Tour,60.3943055,5.3259192
3,Jul,2003,Christinehof Castle,Skane,Sweden,2003 Tour,55.8479416,13.6337117
4,Jul,2003,Horsens Open Air,Horsens,Denmark,2003 Tour,55.8611696,9.8444774
6,Jul,2003,The Granaries Il-fosos,Valleta,Malta,2003 Tour,35.8989979,14.5136607
8,Jul,2003,Plaza de Toros de Las Ventas,Madrid,Spain,2003 Tour,40.4167047,-3.7035825
10,Jul,2003,Teatro Antico,Sicily,Italy,2003 Tour,37.587794,14.155048
12,Jul,2003,Stadion am Bollenfalltor,Darmstadt,Germany,2003 tour,49.872775,8.651177
13,Jul,2003,Les Arenes,Nimes,France,2003 Tour,43.8374249,4.3600687
15,Jul,2003,Piazza Napoleone,Lucca,Italy,2003 Tour,44.0177639,10.45443
16,Jul,2003,Le Cave del Duca di Cavalli,Lecce,Italy,2003 Tour,40.1522173,18.2260628
19,Jul,2003,Kingston Communications Stadium,Hull,England,2003 Tour,53.7623862,-0.3301214
20,Jul,2003,Telewest Arena,Newcastle,England,2003 Tour,54.9738474,-1.6131572
22,Jul,2003,Powederham Castle,Kenton,England,2003 Tour,51.5815255,-0.3166378
23,Jul,2003,Stade Sapiac,Montauban,France,2003 Tour,44.0175835,1.3549991
31,Aug,2003,Veterans Park,Milwaukee,USA,Harley Davidson anniversary,43.0386475,-87.9090751
27,Sep,2003,American Airlines Arena,Miami,USA,Grand Prix Americas Festival,25.7741728,-80.19362
4,Oct,2003,MGM Grand,Las Vegas,USA,Grand Slam for Children,36.1674263,-115.1484131
16,Oct,2003,UCLA Royce Hall,Los Angeles,USA,Carl Wilson Foundation Benefit,34.0536909,-118.242766
7,Nov,2003,Save Mart Center,Fresno,USA,2003 Tour,36.7394421,-119.78483
14,Nov,2003,Scope Auditorium,Norfolk,USA,2003 Tour,36.8493695,-76.2899539
15,Nov,2003,Boardwalk Hall,Atlantic City,USA,2003 Tour,39.3642852,-74.4229351
19,Nov,2003,Gwinnett Center,Duluth,USA,2003 Tour,46.7838287,-92.1052679
21,Nov,2003,Veterans Memorial Arena,Jacksonville,USA,2003 Tour,30.3321838,-81.655651
22,Nov,2003,Leon County Civic Center,Tallahassee,USA,2003 Tour,30.4380832,-84.2809332
29,Nov,2003,Hallenstadion,Zurich,Switzerland,2003 Tour,47.3744489,8.5410422
30,Nov,2003,Olympia,Paris,France,2003 Tour,48.8588897,2.320041
2,Dec,2003,Bercy Stadium,Paris,France,2003 Tour,48.8588897,2.320041
3,Dec,2003,Ahoy Arena,Rotterdam,Netherlands,2003 Tour,51.9244424,4.47775
5,Dec,2003,Wembley Arena,London,England,2003 Tour,51.4893335,-0.1440551
7,Dec,2003,MEN Arena,Manchester,England,2003 Tour,53.4794892,-2.2451148
8,Dec,2003,NEC,Birmingham,England,2003 Tour,52.4796992,-1.9026911
10,Dec,2003,SEC Centre,Glasgow,Scotland,2003 Tour,55.861155,-4.2501687
12,Dec,2003,d'Coque Arena,Luxemboug City,Luxembourg,2003 Tour,,
13,Dec,2003,Color Line Arena,Hamburg,Germany,2003 Tour,53.550341,10.000654
15,Dec,2003,Palais Des Festival,Cannes,France,2003 Tour,43.5515198,7.0134418
16,Dec,2003,Forum di Assago,Milan,Italy,2003 Tour,45.4641943,9.1896346
18,Dec,2003,Palazzo dello Sport,Rome,Italy,2003 Tour,41.8933203,12.4829321
19,Dec,2003,La Fenice,Venice,Italy,2003 Tour,45.4371908,12.3345898
21,Dec,2003,Palau Sant Jordi,Barcelona,Spain,2003 Tour,41.3825802,2.177073
13,Feb,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
14,Feb,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
15,Feb,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
17,Feb,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
18,Feb,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
20,Feb,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
21,Feb,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
22,Feb,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
8,Mar,2004,Sport Mart Place,Kamloops,Canada,2004 Tour,50.6758269,-120.339415
23,Mar,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
24,Mar,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
26,Mar,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
27,Mar,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
28,Mar,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
30,Mar,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
31,Mar,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
2,Apr,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
3,Apr,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
4,Apr,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
16,Apr,2004,Sovereign Center,Reading,USA,2004 Tour,40.335345,-75.9279495
17,Apr,2004,Mullins Center,Amherst,USA,2004 Tour,42.3731948,-72.5198761
23,Apr,2004,Verizon Wireless Arena,Manchester,USA,2004 Tour,42.9956397,-71.4547891
24,Apr,2004,Cumberland County Civic Center,Portland,USA,2004 Tour,45.5202471,-122.674194
26,Apr,2004,Waldorf Astoria,New York,USA,BRCF benefit,40.7127281,-74.0060152
27,Apr,2004,Harbor Yard Arena,Bridgeport,USA,2004 Tour,41.1792695,-73.1887863
28,Apr,2004,Harbor Yard Arena,Bridgeport,USA,2004 Tour,41.1792695,-73.1887863
26,May,2004,Velodromo Paolo Borsellino,Palermo,Italy,2004 Tour,38.1112268,13.3524434
28,May,2004,Arènes de Bayonne,Bayonne,France,2004 Tour,43.4945144,-1.4736657
30,May,2004,D'Avila Moat,Cyprus,Cyprus,2004 Tour,34.9174159,32.8899027
1,Jun,2004,Lofbergs Lila Arena,Karlstad,Sweden,2004 Tour,59.3809146,13.5027631
3,Jun,2004,Gamle Stavanger Stadion,Stavanger,Norway,2004 Tour,58.9699675,5.7318101
5,Jun,2004,Krogshavn,Langesund,Norway,2004 Tour,59.000697,9.7484437
6,Jun,2004,Kongress Kultur Center,Aalborg,Denmark,2004 Tour,57.0462626,9.9215263
8,Jun,2004,Piazza Del Mare,Genova,Italy,2004 Tour,44.40726,8.9338624
9,Jun,2004,Stadio Granillo,Reggio Calabria,Italy,2004 Tour,38.1035389,15.6397556
11,Jun,2004,Bristol City Football Club,Bristol,England,2004 Tour,51.4538022,-2.5972985
13,Jun,2004,Ernst Happel Stadium,Vienna,Austria,Billa Celebration,48.2083537,16.3725042
16,Jun,2004,Portman Road Stadium,Ipswich,England,2004 Tour,52.0579324,1.1528095
18,Jun,2004,Pittodrie Stadium,Aberdeen,England,2004 Tour,54.8823224,-1.601189
20,Jun,2004,Hop Farm Country Park,Tonbridge,England,2004 Tour,51.1955494,0.2750712
28,Jun,2004,NEC Arena,Birmingham,England,2004 Tour,52.4796992,-1.9026911
29,Jun,2004,NEC Arena,Birmingham,England,2004 Tour,52.4796992,-1.9026911
1,Jul,2004,Wembley Arena,London,England,2004 Tour,51.4893335,-0.1440551
3,Jul,2004,Wembley Arena,London,England,2004 Tour,51.4893335,-0.1440551
4,Jul,2004,Royal Albert Hall,London,England,2004 Tour,51.4893335,-0.1440551
13,Jul,2004,Radio City Music Hall,New York,USA,Radio City with Orchestra,40.7127281,-74.0060152
14,Jul,2004,Radio City Music Hall,New York,USA,Radio City with Orchestra,40.7127281,-74.0060152
16,Jul,2004,Radio City Music Hall,New York,USA,Radio City with Orchestra,40.7127281,-74.0060152
17,Jul,2004,Radio City Music Hall,New York,USA,Radio City with Orchestra,40.7127281,-74.0060152
18,Jul,2004,Radio City Music Hall,New York,USA,Radio City with Orchestra,40.7127281,-74.0060152
20,Jul,2004,RiverCentre,St. Paul,USA,Private Benefit Gala,44.9497487,-93.0931028
23,Jul,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
24,Jul,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
25,Jul,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
27,Jul,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
28,Jul,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
30,Jul,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
31,Jul,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
1,Aug,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
3,Aug,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
4,Aug,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
6,Aug,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
7,Aug,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
8,Aug,2004,Caesars Palace,Las Vegas,USA,The Red Piano,36.1674263,-115.1484131
10,Sep,2004,Victoria Stadium,Gibraltar,Gibraltar,2004 Asia Tour,36.1285933,-5.3474761
14,Sep,2004,Convention Centre,Hong Kong,China,2004 Asia Tour,22.350627,114.1849161
17,Sep,2004,Olympic Main Stadium,Seoul,South Korea,2004 Asia Tour,37.5666791,126.9782914
19,Sep,2004,Grand Stage,Shanghai,China,2004 Asia Tour,31.2312707,121.4700152
